N_CARD_SKIMMING,SUCCESS_ATTACK,N_INCOME,COORD_X,RECOV_AMOUNT,N_DENSITY,ATM_ID,PROB_ATTACKED,BURGLARY,VANDALISM,UNP_RATE,N_FREQ_ATTACK,N_MANUAL_ATK,RECOVERED,N_FRAUD_ATTACK,N_ATTACK_L2,N_AGE,FREGUESIA,MANUAL_ATK,INCOME,PARISH,TRANS_REVER,N_LOG_ISOLATED,N_PHYS_ATTACK,CARD_SKIMMING,N_CASH_TRAPPING,INDIRECT_LOSS,ATTACK_DURATION,COORD_Y,CARD_TRAPPING,N_CARD_TRAPPING,ACCOUNT_DATE,PERSONA1,FREQ_ATTACK,LOG_ISOLATED,CASH_TRAPPING,LOGIC_ATK,PERSONA2,DETEC_DATE,WITHIN500,N_TRANS_REVER,EXPLO_GAS,RECOV_DATE,Police_Dis,N_LOG_NETWORK,N_VANDALISM,ADDRESS,NET_LOSS,NUMBER,RAM_RAIDS,COM_DENS,EVENT_DATE,PHYS_ATTACK,N_ATTACK_L0,N_IMPLEM_TYPE,AGE,GROSS_LOSS,N_COM_DENS,N_UNP_RATE,DENSITY,N_BURGLARY,WITHIN1000,MWay_Dist,N_ATTACK_L1,LOG_NETWORK,N_EXPLO_GAS,YEAR_ACOUNT,N_LOGIC_ATK,BANK,FRAUD_ATTACK,N_RAM_RAIDS
0,,5,-9.13934,,1,CGD39,0.0,0,0,9,0,0,,0,,3,Arroios,0,56,22,0,0,0,0,0,,,38.72225,0,0,,,0,0,0,0,,,0,0,0,,365.22,0,0,"Direccao De Financas - Al. Dos Oceanos, Parque Exp 1.06.1.2, Lisbon",,1,0,9,,0,,,47,,2,2,1.51,0,1000,2939.66,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,3,-9.19264,,1,NB49,1.17988678026e-50,0,0,13,0,0,,0,,1,Carnide,0,36,4,0,0,0,0,0,,,38.75622,0,0,,,0,0,0,0,,,500,0,0,,324.03,0,0,"Avenida Lusiada 100, Lisbon",,2,0,9,,0,,,27,,2,3,0.08,0,1000,628.97,,0,0,,0,NOVO BANCO,0,0
0,,4,-9.14466,,1,SI03,0.0,0,0,12,0,0,,0,,4,Avenidas Novas,0,44,22,0,0,0,0,0,,,38.73293,0,0,,,0,0,0,0,,,500,0,0,,518.32,0,0,"Praca Duque De Saldanha 1, Lisbon",,1,0,37,,0,,,50,,4,3,2.66,0,1000,2161.64,,0,0,,0,SOCIEDADE INTERBANCARIA,0,0
0,,5,-9.14817,,2,CGD94,0.0,0,0,12,0,0,,0,,4,Avenidas Novas,0,48,22,0,0,0,0,0,,,38.73092,0,0,,,0,0,0,0,,,0,0,0,,219.33,0,0,"Rua Tomas Ribeiro 65/69, Lisbon",,1,0,37,,0,,,55,,4,3,8.58,0,1000,2071.50,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,1,6,-9.18017,0,1,NB40,1.0,0,0,7,1,0,0,0,020202,1,Carnide,0,60,11,0,1,0,0,0,0,0.4,38.75002,0,0,01-Sep-2015 00:00,2,1,1,0,1,,24-Aug-2015 08:35,0,0,0,,851.82,0,0,"Avenida Lusiada, Lisbon",15000,1,0,18,23-Aug-2015 22:00,0,2,1,30,15000,2,2,4.04,0,0,676.24,0202,0,0,2014,1,NOVO BANCO,0,0
0,,6,-9.09754,,1,CGD50,0.0,0,0,3,0,0,,0,,3,Parque das Na,0,64,13,0,0,0,0,0,,,38.77371,0,0,,,0,0,0,0,,,500,0,0,,168.70,0,0,"Avenida Dom Joao Ii S/N, Lisbon",,0,0,9,,0,,,44,,2,1,0.00,0,1000,1562.13,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,5,-9.17089,,2,ST89,1.0,0,0,11,0,0,,0,,1,Lumiar,0,48,5,0,0,0,0,0,,,38.76118,0,0,,,0,0,0,0,,,0,0,0,,549.27,0,0,"Rua Professor Joao Barreira 5C, Lisbon",,1,0,9,,0,,,26,,2,3,10.62,0,1000,419.75,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,5,-9.14805,,1,NB41,0.0,0,0,8,0,0,,0,,3,Santo AntMnio,0,54,18,0,0,0,0,0,,,38.72369,0,0,,,0,0,0,0,,,500,0,0,,173.84,0,0,"Avenida Da Liberdade 242, Lisbon",,1,0,18,,0,,,45,,2,2,0.69,0,1000,2185.64,,0,0,,0,NOVO BANCO,0,0
0,,2,-9.12053,,2,BPI77,2.18877054832e-205,0,0,19,0,0,,0,,1,Olivais,0,24,0,0,0,0,0,0,,,38.76329,0,0,,,0,0,0,0,,,500,0,0,,106.27,0,0,"Rua Cidade De Nampula 4, Lisbon",,3,0,9,,0,,,26,,2,5,12.64,0,1000,774.60,,0,0,,0,BANCO BPI S.A.,0,0
0,,4,-9.13054,,4,MG79,0.0,0,0,18,0,0,,0,,4,Arroios,0,40,19,0,0,0,0,0,,,38.73284,0,0,,,0,0,0,0,,,500,0,0,,519.95,0,0,"Rua Morais Soares 80-A, Lisbon",,2,0,28,,0,,,49,,4,4,30.97,0,1000,3247.67,,0,0,,0,MONTEPIO GERAL,0,0
0,,6,-9.14166,,2,BB19,2.68294484677e-16,0,0,7,0,0,,0,,2,Alvalade,0,60,7,0,0,0,0,0,,,38.75404,0,0,,,0,0,0,0,,,0,0,0,,657.03,0,0,"Avenida Da Igreja 20, Lisbon",,0,0,37,,0,,,35,,4,2,15.44,0,1000,1016.86,,0,0,,0,BARCLAYS BANK,0,0
0,,5,-9.14558,,1,ST85,0.0,0,0,8,0,0,,0,,4,Avenidas Novas,0,48,22,0,0,0,0,0,,,38.73223,0,0,,,0,0,0,0,,,0,0,0,,451.17,0,0,"Avenida Fontes Pereira De Melo 42 E, Lisbon",,1,0,56,,0,,,50,,5,2,4.29,0,1000,2143.71,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,3,-9.18073,,3,CCCAM08,4.14930641247e-197,0,0,13,0,0,,0,,2,Carnide,0,34,5,0,0,0,0,0,,,38.7639,0,0,,,0,0,0,0,,,500,0,0,,292.42,0,0,"Rua Padre Americo 32-C, Lisbon",,1,0,9,,0,,,34,,2,3,20.10,0,1000,1022.71,,0,0,,0,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,0,0
0,0,4,-9.18781,13000,4,MG41,1.0,1,0,13,1,1,1,0,010201,2,Carnide,1,44,11,0,0,1,0,0,0,0.09,38.747,0,0,30-Jun-2012 00:00,4,1,0,0,0,,03-Jun-2012 04:15,0,0,0,30-Nov-2012 00:00,903.66,0,0,"Estrada Benfica 158, Lisbon",0,1,0,18,03-Jun-2012 04:00,1,1,4,33,13000,2,3,27.13,1,1000,595.16,0102,0,0,2014,0,MONTEPIO GERAL,0,0
0,,3,-9.11304,,2,MG15,6.18825955163e-192,0,0,18,0,0,,0,,1,Olivais,0,32,0,0,0,0,0,0,,,38.76189,0,0,,,0,0,0,0,,,500,0,0,,489.30,0,0,"Rua Cidade De Bolama Loja 0.25, Lisbon",,2,0,28,,0,,,25,,4,4,15.32,0,1000,1297.21,,0,0,,0,MONTEPIO GERAL,0,0
0,,5,-9.15073,,2,BPI99,0.0,0,0,5,0,0,,0,,3,Santo AntMnio,0,52,18,0,0,0,0,0,,,38.72122,0,0,,,0,0,0,0,,,500,0,0,,378.97,0,0,"Rua Rosa Araujo 24, Lisbon",,0,0,18,,0,,,47,,2,2,9.22,0,1000,1954.42,,0,0,,0,BANCO BPI S.A.,0,0
0,,5,-9.13677,,2,CGD01,0.0,0,0,7,0,0,,0,,2,Avenidas Novas,0,48,8,0,0,0,0,0,,,38.73971,0,0,,,0,0,0,0,,,0,0,0,,591.34,0,0,"Praca Londres 1, Lisbon",,1,0,18,,0,,,38,,2,2,14.18,0,1000,2502.84,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,1,5,-9.17621,0,4,ST48,1.0,0,0,7,1,1,0,1,010104,2,Carnide,1,54,11,1,0,0,0,0,0,0.05,38.75493,0,0,30-Nov-2012 00:00,4,1,0,0,0,,05-Nov-2012 15:00,0,1,0,,979.39,0,0,"Estrada Da Luz 169 A/b, Lisbon",550,1,0,18,05-Nov-2012 00:00,0,1,3,32,550,2,2,28.44,0,0,452.66,0101,0,0,2014,0,BANCO SANTANDER TOTTA,1,0
0,,5,-9.09822,,1,BPI11,3.57075906205e-283,0,0,8,0,0,,0,,2,Parque das Na,0,50,13,0,0,0,0,0,,,38.76605,0,0,,,0,0,0,0,,,500,0,0,,981.19,0,0,"Avenida Dom Joao Ii LT 1.05.02, Lisbon",,1,0,47,,0,,,36,,5,2,0.13,0,1000,2293.13,,0,0,,0,BANCO BPI S.A.,0,0
0,,6,-9.16634,,3,CP41,1.94124401526e-92,0,0,9,0,0,,0,,1,Campo de Ourique,0,58,3,0,0,0,0,0,,,38.71799,0,0,,,0,0,0,0,,,500,0,0,,338.32,0,0,"Rua Francisco Metrass 36, Lisbon",,1,0,28,,0,,,30,,4,2,21.28,0,1000,777.96,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,0,5,-9.17209,15000,2,ST21,1.0,0,0,10,1,1,1,0,010203,2,Lumiar,1,56,5,0,0,1,0,0,0,0.2,38.75746,0,0,30-Jul-2012 00:00,4,1,0,0,0,,06-Jul-2012 03:55,0,0,1,15-Oct-2012 00:00,852.82,0,0,"Acesso Da Avenida General Norton De Matos, Lisbon",0,1,0,9,06-Jul-2012 03:45,1,1,4,33,15000,2,3,8.06,0,1000,14.26,0102,0,1,2014,0,BANCO SANTANDER TOTTA,0,0
0,,3,-9.20353,,3,ST55,1.0,0,0,10,0,0,,0,,2,Benfica,0,34,21,0,0,0,0,0,,,38.75157,0,0,,,0,0,0,0,,,0,0,0,,756.23,0,0,"Estrada Benfica 672, Lisbon",,1,0,18,,0,,,39,,2,3,22.69,0,1000,790.51,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,3,-9.12764,,3,CGD80,0.0,0,0,13,0,0,,0,,4,Areeiro,0,34,12,0,0,0,0,0,,,38.73642,0,0,,,0,0,0,0,,,500,0,0,,352.64,0,0,"Rua Coronel Ferreira Do Amaral, Lisbon",,1,0,9,,0,,,55,,2,3,25.47,0,1000,2965.57,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,5,-9.13934,,1,CGD16,0.0,0,0,9,0,0,,0,,3,Arroios,0,56,22,0,0,0,0,0,,,38.72225,0,0,,,0,0,0,0,,,0,0,0,,365.22,0,0,"Centro De Saude De Sete Rios - PR. Prof. Arnaldo S, Lisbon",,1,0,9,,0,,,47,,2,2,1.51,0,1000,2939.66,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,1,4,-9.22037,16000,3,ST63,1.0,0,0,15,1,1,1,0,010202,3,Belrm,1,46,2,0,0,1,0,0,0,0.08,38.69637,0,0,30-Nov-2011 00:00,4,1,0,0,0,,19-Oct-2011 02:10,0,0,0,03-Feb-2012 00:00,1287.59,0,0,"Rua De Pedroucos, Lisbon",0,2,1,9,19-Oct-2011 02:00,1,1,4,46,16000,2,4,19.83,0,0,630.12,0102,0,0,2014,0,BANCO SANTANDER TOTTA,0,1
0,,3,-9.17116,,2,MG59,1.0,0,0,13,0,0,,0,,4,Alcgntara,0,38,16,0,0,0,0,0,,,38.70539,0,0,,,0,0,0,0,,,500,0,0,,571.10,0,0,"Rua Prior Crato 1, Lisbon",,2,0,9,,0,,,49,,2,3,9.12,0,1000,702.49,,0,0,,0,MONTEPIO GERAL,0,0
0,,5,-9.14425,,1,CP70,0.0,0,0,2,0,0,,0,,4,Santo Antnnio,0,56,18,0,0,0,0,0,,,38.72188,0,0,,,0,0,0,0,,,0,0,0,,461.08,0,0,"Travessa Larga 2, Lisbon",,0,0,18,,0,,,55,,2,1,0.52,0,1000,2513.54,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,5,-9.13389,,1,NCI25,1.16001580601e-301,0,0,8,0,0,,0,,2,Areeiro,0,48,8,0,0,0,0,0,,,38.74396,0,0,,,0,0,0,0,,,0,0,0,,850.49,0,0,"Avenida Padre Manuel Da Nobrega Lote99/071, Lisbon",,1,0,9,,0,,,39,,2,2,5.98,0,1000,2155.90,,0,0,,0,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,0
0,1,5,-9.17678,0,4,NCI12,1.0,0,0,7,1,1,0,1,010103,1,Carnide,1,50,11,0,0,0,0,1,0,4,38.75554,0,0,31-May-2011 00:00,2,1,0,1,0,,30-May-2011 12:00,0,0,0,,930.66,0,0,"Estrada Da Luz 177 a, Lisbon",200,1,0,9,25-May-2011 10:00,0,1,3,26,200,2,2,33.08,0,0,455.04,0101,0,0,2014,0,BANCO NACIONAL DE CREDITO IMOBILIARIO,1,0
0,,5,-9.14814,,1,SI28,0.0,0,0,5,0,0,,0,,4,Santo Antanio,0,56,18,0,0,0,0,0,,,38.71669,0,0,,,0,0,0,0,,,500,0,0,,363.52,0,0,"Praca Principe Real 28-D, Lisbon",,0,0,18,,0,,,49,,2,2,0.00,0,1000,2269.28,,0,0,,0,SOCIEDADE INTERBANCARIA,0,0
0,,4,-9.18224,,3,BPI82,1.66045364886e-40,0,0,15,0,0,,0,,1,Alcgntara,0,44,10,0,0,0,0,0,,,38.70349,0,0,,,0,0,0,0,,,0,0,0,,407.39,0,0,"Rua Luis De Camoes 106-C, Lisbon",,1,0,18,,0,,,30,,2,4,24.16,0,1000,723.04,,0,0,,0,BANCO BPI S.A.,0,0
0,,5,-9.13537,,1,ST03,3.70235429955e-43,0,0,5,0,0,,0,,2,Olivais,0,50,7,0,0,0,0,0,,,38.77559,0,0,,,0,0,0,0,,,0,0,0,,710.12,0,0,"Aeroporto Da Portela S/N, Lisbon",,0,0,9,,0,,,35,,2,2,0.16,0,1000,1173.74,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,2,-9.10429,,1,CGD63,0.0,0,0,20,0,0,,0,,4,Marvila,0,26,1,0,0,0,0,0,,,38.75073,0,0,,,0,0,0,0,,,0,0,0,,796.15,0,0,"Avenida Infante Dom Henrique 286, Lisbon",,2,0,9,,0,,,51,,2,5,0.03,0,1000,2593.54,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,5,-9.15601,,2,NCI13,1.99694956281e-227,0,0,13,0,0,,0,,3,Campolide,0,50,15,0,0,0,0,0,,,38.73561,0,0,,,0,0,0,0,,,500,0,0,,368.61,0,0,"Rua Ramalho Ortigao 12, Lisbon",,2,0,18,,0,,,47,,2,3,12.68,0,1000,1226.76,,0,0,,0,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,0
0,,6,-9.13986,,2,NCI17,9.40346742347e-279,0,0,3,0,0,,0,,2,Alvalade,0,62,7,0,0,0,0,0,,,38.74588,0,0,,,0,0,0,0,,,500,0,0,,727.35,0,0,"Avenida Roma 32, Lisbon",,0,0,37,,0,,,39,,4,1,14.31,0,1000,1906.93,,0,0,,0,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,0
0,,3,-9.20155,,4,CP63,9.52324944281e-48,0,0,9,0,0,,0,,2,Benfica,0,38,21,0,0,0,0,0,,,38.75041,0,0,,,0,0,0,0,,,500,0,0,,565.10,0,0,"Estrada De Benfica 711, Lisbon",,1,0,28,,0,,,36,,4,2,33.62,0,1000,976.00,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,4,-9.14057,,2,CGD69,0.0,0,0,9,0,0,,0,,3,Santa Maria Maior,0,46,22,0,0,0,0,0,,,38.71482,0,0,,,0,0,0,0,,,500,0,0,,44.07,0,0,"Praca Dom Joao Da Camara 13, Lisbon",,1,0,47,,0,,,45,,5,2,9.84,0,1000,2959.61,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,1,5,-9.16161,0,1,NB67,1.0,0,0,6,1,1,0,1,010103,3,Avenidas Novas,1,50,7,0,0,0,0,1,0,0.75,38.75009,0,0,30-Apr-2011 00:00,1,1,0,1,0,,10-Apr-2011 10:00,500,0,0,,1292.06,0,0,"Avenida Professor Egas Moniz, Lisbon",100,1,0,9,05-Apr-2011 10:45,0,1,3,45,100,2,2,0.00,0,1000,724.47,0101,0,0,2011,0,NOVO BANCO,1,0
0,,2,-9.17216,,2,CGD13,1.0,0,0,17,0,0,,0,,4,Alcgntara,0,30,16,0,0,0,0,0,,,38.70589,0,0,,,0,0,0,0,,,500,0,0,,501.76,0,0,"Rua Prior Do Crato 70 a, Lisbon",,2,0,18,,0,,,50,,2,4,13.78,0,1000,599.39,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,5,-9.13669,,1,NCI23,0.0,0,0,12,0,0,,0,,5,Santa Maria Maior,0,50,17,0,0,0,0,0,,,38.70881,0,0,,,0,0,0,0,,,500,0,0,,104.77,0,0,"Rua Do Comercio 85, Lisbon",,1,0,47,,0,,,60,,5,3,0.00,0,1000,3517.88,,0,0,,0,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,0
0,,1,-9.14495,,1,MG56,0.0,0,0,23,0,0,,0,,5,MisericBrdia,0,22,20,0,0,0,0,0,,,38.70668,0,0,,,0,0,0,0,,,0,0,0,,305.35,0,0,"Avenida 24 De Julho 2 a, Lisbon",,3,0,28,,0,,,61,,4,5,0.97,0,1000,2868.92,,0,0,,0,MONTEPIO GERAL,0,0
0,,6,-9.09715,,2,MG47,5.89210514343e-201,0,0,4,0,0,,0,,3,Marvila,0,58,13,0,0,0,0,0,,,38.75541,0,0,,,0,0,0,0,,,0,0,0,,1516.32,0,0,"Alameda Oceanos LT 2.10.01, Lisbon",,1,0,9,,0,,,42,,2,1,15.83,0,0,2833.20,,0,0,,0,MONTEPIO GERAL,0,0
0,,5,-9.13537,,1,ST80,3.70235429955e-43,0,0,5,0,0,,0,,2,Olivais,0,50,7,0,0,0,0,0,,,38.77559,0,0,,,0,0,0,0,,,0,0,0,,710.12,0,0,"Aeroporto Da Portela, Lisbon",,0,0,9,,0,,,35,,2,2,0.16,0,1000,1173.74,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,2,-9.11739,,1,CP66,1.09700207224e-133,0,0,20,0,0,,0,,2,Olivais,0,28,0,0,0,0,0,0,,,38.75993,0,0,,,0,0,0,0,,,500,0,0,,487.35,0,0,"Avenida Marechal Gomes Da Costa 37, Lisbon",,2,0,9,,0,,,34,,2,5,0.00,0,1000,1118.48,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
1,1,4,-9.17,0,1,BPI09,1.0,0,0,13,1,1,0,1,010101,2,Avenidas Novas,1,44,11,0,0,0,1,0,0,2,38.74672,0,0,30-Dec-2011 12:00,2,1,0,0,0,,08-Dec-2011 10:00,0,0,0,,1417.10,0,0,"Estrada Da Luz LT 6, Lisbon",5200,1,0,9,30-Oct-2011 19:00,0,1,3,34,5200,2,3,5.92,0,1000,521.55,0101,0,0,2014,0,BANCO BPI S.A.,1,0
0,,4,-9.18124,,1,ST39,1.0,0,0,17,0,0,,0,,1,Alc ntara,0,42,10,0,0,0,0,0,,,38.71123,0,0,,,0,0,0,0,,,500,0,0,,504.21,0,0,"Praca Marques De Pombal 2, Lisbon",,2,0,9,,0,,,25,,2,4,0.10,0,1000,388.96,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,6,-9.16444,,2,NB69,1.0,0,0,2,0,0,,0,,3,Campo de Ourique,0,64,18,0,0,0,0,0,,,38.72362,0,0,,,0,0,0,0,,,0,0,0,,831.46,0,0,"Avenida Engenheiro Duarte Pacheco Loja 1085, Lisbon",,0,0,65,,0,,,45,,5,1,7.96,0,1000,765.84,,0,0,,0,NOVO BANCO,0,0
0,,5,-9.13934,,1,ST50,0.0,0,0,9,0,0,,0,,3,Arroios,0,56,22,0,0,0,0,0,,,38.72225,0,0,,,0,0,0,0,,,0,0,0,,365.22,0,0,"Avenida De Berlim, Lisbon",,1,0,9,,0,,,47,,2,2,1.51,0,1000,2939.66,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,2,-9.20488,,1,BPI58,0.0,0,0,17,0,0,,0,,3,Bel2m,0,30,2,0,0,0,0,0,,,38.6985,0,0,,,0,0,0,0,,,500,0,0,,305.21,0,0,"Rua Dos Jeronimos 6 C, Lisbon",,2,0,9,,0,,,46,,2,4,4.69,0,1000,1819.26,,0,0,,0,BANCO BPI S.A.,0,0
0,,2,-9.16113,,1,IF18,3.0707862693e-87,0,0,15,0,0,,0,,4,Estrela,0,30,16,0,0,0,0,0,,,38.70428,0,0,,,0,0,0,0,,,0,0,0,,870.59,0,0,"Avenida 24 De Julho 98, Lisbon",,1,0,9,,0,,,53,,2,4,4.20,0,1000,1541.49,,0,0,,0,BANCO INTERNACIONAL DO FUNCHAL,0,0
0,,6,-9.09772,,2,CP95,0.0,0,0,2,0,0,,0,,3,Parque das Na,0,72,13,0,0,0,0,0,,,38.7708,0,0,,,0,0,0,0,,,500,0,0,,458.51,0,0,"Avenida Dom Joao Ii, Lisbon",,0,0,9,,0,,,43,,2,1,7.80,0,1000,1843.72,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,5,-9.14928,,1,SI02,0.0,0,0,6,0,0,,0,,4,Santo AntMnio,0,50,18,0,0,0,0,0,,,38.72054,0,0,,,0,0,0,0,,,500,0,0,,445.99,0,0,"Rua Castilho 20, Lisbon",,0,0,9,,0,,,53,,2,2,1.39,0,1000,2086.90,,0,0,,0,SOCIEDADE INTERBANCARIA,0,0
0,,6,-9.18017,,1,CP04,1.0,0,0,7,0,0,,0,,1,Carnide,0,60,11,0,0,0,0,0,,,38.75002,0,0,,,0,0,0,0,,,0,0,0,,851.82,0,0,"Avenida Lusiada LJ 2112, Lisbon",,1,0,18,,0,,,30,,2,2,4.04,0,0,676.24,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,3,-9.11145,,2,CGD48,0.0,0,0,18,0,0,,0,,4,Suo Vicente,0,32,12,0,0,0,0,0,,,38.72674,0,0,,,0,0,0,0,,,0,0,0,,1261.70,0,0,"Rua Xabregas 52, Lisbon",,2,0,9,,0,,,54,,2,4,6.65,0,0,4333.17,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,1,-9.15288,,1,ST17,0.0,0,0,22,0,0,,0,,5,MisericBrdia,0,20,20,0,0,0,0,0,,,38.70753,0,0,,,0,0,0,0,,,0,0,0,,472.40,0,0,"Avenida Dom Carlos I 45-49, Lisbon",,3,0,28,,0,,,59,,4,5,3.40,0,1000,2173.64,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,4,-9.16024,,1,ST56,9.00455344641e-175,0,0,14,0,0,,0,,3,Campolide,0,42,15,0,0,0,0,0,,,38.73548,0,0,,,0,0,0,0,,,500,0,0,,299.43,0,0,"Rua Da Mesquita 6, Lisbon",,2,0,9,,0,,,48,,2,4,0.08,0,1000,966.36,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,3,-9.15769,,2,CCCAM04,6.04852592249e-314,0,0,14,0,0,,0,,4,Campolide,0,32,15,0,0,0,0,0,,,38.72939,0,0,,,0,0,0,0,,,500,0,0,,345.29,0,0,"Rua Castilho 233, Lisbon",,2,0,18,,0,,,51,,2,4,12.38,0,1000,1451.29,,0,0,,0,CAIXA CENTRAL DE CREDITO AGRICOLA MUTUO,0,0
0,,3,-9.16911,,1,BPI73,7.8700198823e-28,0,0,14,0,0,,0,,2,Campolide,0,36,23,0,0,0,0,0,,,38.72998,0,0,,,0,0,0,0,,,500,0,0,,494.46,0,0,"Largo Da Estacao De Benfica, Lisbon",,2,0,9,,0,,,32,,2,4,0.43,0,1000,811.54,,0,0,,0,BANCO BPI S.A.,0,0
0,,2,-9.12923,,3,NB94,0.0,0,0,17,0,0,,0,,4,Penha de Franea,0,26,19,0,0,0,0,0,,,38.72233,0,0,,,0,0,0,0,,,0,0,0,,611.70,0,0,"Rua Penha De Franca 37 a, Lisbon",,2,0,18,,0,,,49,,2,4,22.16,0,1000,3818.84,,0,0,,0,NOVO BANCO,0,0
0,,6,-9.13546,,4,BPI02,0.0,0,0,7,0,0,,0,,3,Arroios,0,60,22,0,0,0,0,0,,,38.73117,0,0,,,0,0,0,0,,,500,0,0,,102.96,0,0,"Rua Pascoal De Melo 7 a, Lisbon",,1,0,37,,0,,,45,,4,2,27.08,0,1000,2943.82,,0,0,,0,BANCO BPI S.A.,0,0
0,,6,-9.14582,,3,MG32,0.0,0,0,2,0,0,,0,,3,Alvalade,0,62,7,0,0,0,0,0,,,38.74549,0,0,,,0,0,0,0,,,500,0,0,,467.07,0,0,"Rua Entrecampos 28, Lisbon",,0,0,9,,0,,,42,,2,1,16.37,0,1000,1674.20,,0,0,,0,MONTEPIO GERAL,0,0
0,,5,-9.14368,,2,BPI29,0.0,0,0,8,0,0,,0,,4,Avenidas Novas,0,50,22,0,0,0,0,0,,,38.73271,0,0,,,0,0,0,0,,,500,0,0,,523.90,0,0,"Avenida Casal Ribeiro 59, Lisbon",,1,0,28,,0,,,53,,4,2,8.81,0,1000,2245.59,,0,0,,0,BANCO BPI S.A.,0,0
0,1,4,-9.17461,0,4,CP18,1.0,0,0,9,1,0,0,0,020202,1,Campolide,0,44,11,0,1,0,0,0,0,1,38.74335,0,0,30-Sep-2015 00:00,2,1,1,0,1,,16-Aug-2015 09:00,0,0,0,,1071.96,0,0,"Rua Padre Francisco Alvares 1a, Lisbon",60000,1,0,18,15-Aug-2015 11:00,0,2,4,27,60000,2,2,28.48,0,0,754.87,0202,0,0,2014,1,BANCO COMERCIAL PORTUGUES,0,0
0,,5,-9.13934,,1,MG55,0.0,0,0,9,0,0,,0,,3,Arroios,0,56,22,0,0,0,0,0,,,38.72225,0,0,,,0,0,0,0,,,0,0,0,,365.22,0,0,"Avenida Engenheiro Duarte Pacheco Piso 1, Lisbon",,1,0,9,,0,,,47,,2,2,1.51,0,1000,2939.66,,0,0,,0,MONTEPIO GERAL,0,0
0,,4,-9.18141,,3,ST83,2.00019838784e-74,0,0,15,0,0,,0,,1,Alcgntara,0,44,10,0,0,0,0,0,,,38.70274,0,0,,,0,0,0,0,,,500,0,0,,364.78,0,0,"Rua Luis De Camoes 35, Lisbon",,1,0,18,,0,,,30,,2,4,25.64,0,1000,762.16,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,6,-9.13925,,2,NB74,1.0,0,0,2,0,0,,0,,2,Alvalade,0,64,7,0,0,0,0,0,,,38.75573,0,0,,,0,0,0,0,,,0,0,0,,937.12,0,0,"Avenida Rio De Janeiro 48a, Lisbon",,0,0,9,,0,,,36,,2,1,6.66,0,1000,996.77,,0,0,,0,NOVO BANCO,0,0
0,,6,-9.13789,,2,BB08,0.0,0,0,2,0,0,,0,,3,Avenidas Novas,0,64,8,0,0,0,0,0,,,38.74231,0,0,,,0,0,0,0,,,0,0,0,,698.31,0,0,"Avenida De Roma 6 E, Lisbon",,0,0,37,,0,,,44,,4,1,14.76,0,1000,2338.20,,0,0,,0,BARCLAYS BANK,0,0
0,,5,-9.14118,,1,NB73,0.0,0,0,8,0,0,,0,,4,Santa Maria Maior,0,48,22,0,0,0,0,0,,,38.71692,0,0,,,0,0,0,0,,,500,0,0,,238.85,0,0,"Rua Portas De Santo Antao 96, Lisbon",,1,0,18,,0,,,49,,2,2,0.25,0,1000,2848.83,,0,0,,0,NOVO BANCO,0,0
0,,3,-9.20353,,3,ST77,1.0,0,0,10,0,0,,0,,2,Benfica,0,34,21,0,0,0,0,0,,,38.75157,0,0,,,0,0,0,0,,,0,0,0,,756.23,0,0,"Estrada Benfica 672, Lisbon",,1,0,18,,0,,,39,,2,3,22.69,0,1000,790.51,,0,0,,0,BANCO SANTANDER TOTTA,0,0
