N_CARD_SKIMMING,SUCCESS_ATTACK,N_INCOME,COORD_X,RECOV_AMOUNT,N_DENSITY,ATM_ID,PROB_ATTACKED,BURGLARY,VANDALISM,UNP_RATE,N_FREQ_ATTACK,N_MANUAL_ATK,RECOVERED,N_FRAUD_ATTACK,N_ATTACK_L2,N_AGE,FREGUESIA,MANUAL_ATK,INCOME,PARISH,TRANS_REVER,N_LOG_ISOLATED,N_PHYS_ATTACK,CARD_SKIMMING,N_CASH_TRAPPING,INDIRECT_LOSS,ATTACK_DURATION,COORD_Y,CARD_TRAPPING,N_CARD_TRAPPING,ACCOUNT_DATE,PERSONA1,FREQ_ATTACK,LOG_ISOLATED,CASH_TRAPPING,LOGIC_ATK,PERSONA2,DETEC_DATE,WITHIN500,N_TRANS_REVER,EXPLO_GAS,RECOV_DATE,Police_Dis,N_LOG_NETWORK,N_VANDALISM,ADDRESS,NET_LOSS,NUMBER,RAM_RAIDS,COM_DENS,EVENT_DATE,PHYS_ATTACK,N_ATTACK_L0,N_IMPLEM_TYPE,AGE,GROSS_LOSS,N_COM_DENS,N_UNP_RATE,DENSITY,N_BURGLARY,WITHIN1000,MWay_Dist,N_ATTACK_L1,LOG_NETWORK,N_EXPLO_GAS,YEAR_ACOUNT,N_LOGIC_ATK,BANK,FRAUD_ATTACK,N_RAM_RAIDS
0,,6,-9.15098,,1,IF09,0.0,0,0,2,0,0,,0,,3,Santo AntMnio,0,62,18,0,0,0,0,0,,,38.72241,0,0,,,0,0,0,0,,,500,0,0,,260.56,0,0,"Rua Castilho 32, Lisbon",,0,0,18,,0,,,46,,2,1,1.24,0,1000,1927.18,,0,0,,0,BANCO INTERNACIONAL DO FUNCHAL,0,0
0,,5,-9.15918,,2,ST44,1.81541139841e-213,0,0,12,0,0,,0,,4,Santo Antdnio,0,48,15,0,0,0,0,0,,,38.72426,0,0,,,0,0,0,0,,,500,0,0,,398.50,0,0,"Avenida Engenheiro Duarte Pacheco 21, Lisbon",,1,0,28,,0,,,54,,4,3,8.80,0,1000,1228.79,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,1,-9.12094,,3,MG09,2.63950150989e-55,0,0,22,0,0,,0,,1,Olivais,0,22,0,0,0,0,0,0,,,38.76609,0,0,,,0,0,0,0,,,500,0,0,,216.27,0,0,"Rua Cidade Vila Cabral Lote 43, Lisbon",,3,0,9,,0,,,30,,2,5,17.61,0,1000,486.12,,0,0,,0,MONTEPIO GERAL,0,0
0,,6,-9.1562,,1,ST69,1.0,0,0,2,0,0,,0,,2,Alvalade,0,62,7,0,0,0,0,0,,,38.75281,0,0,,,0,0,0,0,,,0,0,0,,896.84,0,0,"Alameda Universidade, Lisbon",,0,0,9,,0,,,39,,2,1,0.00,0,1000,702.97,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,5,-9.14736,,1,BPI05,9.89300076945e-114,0,0,5,0,0,,0,,2,Lumiar,0,50,7,0,0,0,0,0,,,38.77391,0,0,,,0,0,0,0,,,0,0,0,,667.97,0,0,"Azinhaga Da Musgueira, Lisbon",,0,0,9,,0,,,35,,2,2,0.16,0,1000,1323.48,,0,0,,0,BANCO BPI S.A.,0,0
0,,6,-9.15985,,2,CP13,5.7920912917e-171,0,0,3,0,0,,0,,4,Santo Antdnio,0,58,18,0,0,0,0,0,,,38.72359,0,0,,,0,0,0,0,,,0,0,0,,439.91,0,0,"Avenida Engenheiro Duarte Pacheco LJ1050/105, Lisbon",,0,0,47,,0,,,49,,5,1,11.42,0,1000,1161.49,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,4,-9.14283,,1,NB79,0.0,0,0,12,0,0,,0,,5,Santa Maria Maior,0,46,17,0,0,0,0,0,,,38.7112,0,0,,,0,0,0,0,,,500,0,0,,232.35,0,0,"Rua Misericordia 4-8, Lisbon",,1,0,47,,0,,,57,,5,3,2.76,0,1000,2921.56,,0,0,,0,NOVO BANCO,0,0
0,,5,-9.14441,,2,BPI46,0.0,0,0,5,0,0,,0,,4,Santo Antanio,0,56,18,0,0,0,0,0,,,38.71629,0,0,,,0,0,0,0,,,500,0,0,,58.68,0,0,"Rua Santo Antonio 7, Lisbon",,1,0,18,,0,,,52,,2,2,14.76,0,1000,2593.32,,0,0,,0,BANCO BPI S.A.,0,0
0,,6,-9.1662,,3,NCI03,1.47854845515e-128,0,0,7,0,0,,0,,1,Campo de Ourique,0,62,3,0,0,0,0,0,,,38.7175,0,0,,,0,0,0,0,,,500,0,0,,295.42,0,0,"Rua Almeida E Sousa 30 C, Lisbon",,1,0,37,,0,,,27,,4,2,21.28,0,1000,823.25,,0,0,,0,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,0
0,,2,-9.13841,,3,NB68,0.0,0,0,16,0,0,,0,,5,Santa Maria Maior,0,30,17,0,0,0,0,0,,,38.71288,0,0,,,0,0,0,0,,,500,0,0,,271.89,0,0,"Rua Augusta 284, Lisbon",,2,0,75,,0,,,60,,5,4,19.20,0,1000,3205.46,,0,0,,0,NOVO BANCO,0,0
0,,6,-9.14043,,1,CGD09,0.0,0,0,4,0,0,,0,,2,Avenidas Novas,0,62,8,0,0,0,0,0,,,38.73807,0,0,,,0,0,0,0,,,500,0,0,,226.96,0,0,"Avenida Antonio Jose De Almeida S/N, Lisbon",,0,0,9,,0,,,38,,2,1,1.43,0,1000,2239.48,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,4,-9.13019,,4,CP61,0.0,0,0,18,0,0,,0,,4,Arroios,0,40,19,0,0,0,0,0,,,38.73274,0,0,,,0,0,0,0,,,500,0,0,,547.34,0,0,"Rua Morais Soares 76 a, Lisbon",,2,0,28,,0,,,49,,4,4,30.97,0,1000,3280.03,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,5,-9.14475,,1,CP69,0.0,0,0,8,0,0,,0,,3,Avenidas Novas,0,54,22,0,0,0,0,0,,,38.73363,0,0,,,0,0,0,0,,,500,0,0,,447.48,0,0,"Praca Duque De Saldanha, Lisbon",,1,0,28,,0,,,48,,4,2,2.66,0,1000,2111.36,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,5,-9.1433,,1,CP51,0.0,0,0,13,0,0,,0,,5,Santa Maria Maior,0,48,17,0,0,0,0,0,,,38.70669,0,0,,,0,0,0,0,,,0,0,0,,382.65,0,0,"Praca Duque Terceira S/N, Lisbon",,2,0,28,,0,,,62,,4,3,0.00,0,1000,3011.81,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,1,6,-9.18017,0,1,CGD93,1.0,0,0,7,1,1,0,1,010103,1,Carnide,1,60,11,0,0,0,0,1,0,3,38.75002,0,0,31-Aug-2012 00:00,4,1,0,1,0,,20-Aug-2012 16:00,0,0,0,,851.82,0,0,"Avenida Lusiada, Lisbon",100,1,0,18,17-Aug-2012 11:00,0,1,3,30,100,2,2,4.04,0,0,676.24,0101,0,0,2012,0,CAIXA GERAL DE DEPOSITOS,1,0
0,,6,-9.10581,,1,NB42,7.93098127068e-30,0,0,2,0,0,,0,,3,Parque das Na,0,60,13,0,0,0,0,0,,,38.77392,0,0,,,0,0,0,0,,,0,0,0,,848.46,0,0,"Praca Jose Queiros, Lisbon",,0,0,9,,0,,,41,,2,1,4.02,0,1000,1337.24,,0,0,,0,NOVO BANCO,0,0
0,,5,-9.14392,,1,MG89,0.0,0,0,13,0,0,,0,,5,MisericBrdia,0,48,17,0,0,0,0,0,,,38.70669,0,0,,,0,0,0,0,,,0,0,0,,376.80,0,0,"Praca Duque Terceira 1, Lisbon",,2,0,28,,0,,,62,,4,3,4.67,0,1000,2958.08,,0,0,,0,MONTEPIO GERAL,0,0
0,1,6,-9.18017,0,1,NB93,1.0,0,0,7,1,1,0,1,010103,1,Carnide,1,60,11,0,0,0,0,1,0,0.25,38.75002,0,0,30-Nov-2014 00:00,4,1,0,1,0,,28-Nov-2014 15:40,0,0,0,,851.82,0,0,"Avenida Lusiada, Lisbon",50,1,0,18,21-Nov-2014 18:15,0,1,3,30,50,2,2,4.04,0,0,676.24,0101,0,0,2014,0,NOVO BANCO,1,0
0,,2,-9.12918,,1,MG24,0.0,0,0,15,0,0,,0,,5,Santa Maria Maior,0,30,14,0,0,0,0,0,,,38.71558,0,0,,,0,0,0,0,,,0,0,0,,463.67,0,0,"Rua Voz Do Operario 13, Lisbon",,2,0,9,,0,,,61,,2,4,4.00,0,1000,3900.69,,0,0,,0,MONTEPIO GERAL,0,0
1,1,5,-9.14026,0,1,ST18,1.0,0,0,5,1,1,0,1,010101,2,Lumiar,1,50,7,0,0,0,1,0,0,48,38.76319,0,0,30-Aug-2014 11:00,4,1,0,0,0,,07-Aug-2014 16:00,0,0,0,,932.50,0,0,"Avenida Marechal Craveiro Lopes, Lisbon",4900,0,0,9,05-Aug-2014 16:00,0,1,3,35,4900,2,2,0.16,0,0,640.77,0101,0,0,2014,0,BANCO SANTANDER TOTTA,1,0
0,,4,-9.18078,,3,CGD24,1.0,0,0,10,0,0,,0,,1,Carnide,0,46,11,0,0,0,0,0,,,38.74726,0,0,,,0,0,0,0,,,0,0,0,,1050.24,0,0,"Rua Major Neutel De Abreu Lote 14, Lisbon",,1,0,9,,0,,,29,,2,3,23.91,0,0,803.87,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,5,-9.13934,,1,BPI15,0.0,0,0,9,0,0,,0,,3,Arroios,0,56,22,0,0,0,0,0,,,38.72225,0,0,,,0,0,0,0,,,0,0,0,,365.22,0,0,"Praca Oriente Loja G 208, Lisbon",,1,0,9,,0,,,47,,2,2,1.51,0,1000,2939.66,,0,0,,0,BANCO BPI S.A.,0,0
0,,4,-9.2022,,2,CGD53,0.0,0,0,14,0,0,,0,,3,Bel2m,0,44,6,0,0,0,0,0,,,38.69717,0,0,,,0,0,0,0,,,500,0,0,,50.90,0,0,"Rua De Belem 30, Lisbon",,2,0,9,,0,,,44,,2,4,8.37,0,1000,2095.25,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,2,-9.11518,,2,MG81,2.75394532407e-215,0,0,20,0,0,,0,,1,Olivais,0,30,0,0,0,0,0,0,,,38.76181,0,0,,,0,0,0,0,,,500,0,0,,356.03,0,0,"Rua Cidade De Bolama, Lisbon",,2,0,28,,0,,,28,,4,5,15.32,0,1000,1171.27,,0,0,,0,MONTEPIO GERAL,0,0
0,,2,-9.10902,,3,CGD59,0.0,0,0,22,0,0,,0,,3,Marvila,0,26,1,0,0,0,0,0,,,38.75423,0,0,,,0,0,0,0,,,0,0,0,,476.81,0,0,"Rua Doutor Jose Espirito - Santo Lote 11, Lisbon",,3,0,9,,0,,,47,,2,5,16.68,0,1000,2042.11,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,6,-9.15214,,2,NCI26,0.0,0,0,5,0,0,,0,,4,Santo Antdnio,0,58,18,0,0,0,0,0,,,38.72219,0,0,,,0,0,0,0,,,500,0,0,,241.33,0,0,"Rua Braamcamp 68/70, Lisbon",,1,0,18,,0,,,49,,2,2,11.68,0,1000,1826.66,,0,0,,0,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,0
0,,4,-9.15366,,1,CGD52,0.0,0,0,17,0,0,,0,,5,Estrela,0,42,20,0,0,0,0,0,,,38.71405,0,0,,,0,0,0,0,,,500,0,0,,245.79,0,0,"Praca De Sao Bento, Lisbon",,2,0,18,,0,,,63,,2,4,2.41,0,1000,1938.92,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,5,-9.10463,,2,BPI22,5.31454190772e-55,0,0,6,0,0,,0,,2,Olivais,0,56,13,0,0,0,0,0,,,38.76294,0,0,,,0,0,0,0,,,0,0,0,,1149.99,0,0,"Avenida De Padua, Lisbon",,1,0,9,,0,,,37,,2,2,12.93,0,1000,1856.86,,0,0,,0,BANCO BPI S.A.,0,0
0,1,5,-9.17572,0,4,BP14,1.0,0,0,11,1,1,0,1,010103,1,Carnide,1,50,5,0,0,0,0,1,0,0.75,38.76013,0,0,28-Feb-2013 00:00,4,1,0,1,0,,16-Feb-2013 12:00,0,0,0,,861.37,0,0,"Rua Fernando Namora 24, Lisbon",135,1,0,9,07-Feb-2013 20:45,0,1,4,27,135,2,3,33.98,0,1000,418.70,0101,0,0,2014,0,BANCO BIC PORTUGUES,1,0
0,,4,-9.21474,,1,CP82,1.0,0,0,17,0,0,,0,,4,Bel2m,0,40,2,0,0,0,0,0,,,38.69668,0,0,,,0,0,0,0,,,0,0,0,,1139.08,0,0,"Avenida Torre De Belem, Lisbon",,2,0,9,,0,,,55,,2,4,3.58,0,0,1096.46,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,4,-9.15365,,2,ST26,4.41050683379e-227,0,0,13,0,0,,0,,4,Avenidas Novas,0,42,15,0,0,0,0,0,,,38.73944,0,0,,,0,0,0,0,,,500,0,0,,294.32,0,0,"Rua Da Beneficencia 7, Lisbon",,1,0,18,,0,,,52,,2,3,8.14,0,1000,1115.48,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,3,-9.15829,,1,BPI96,1.63508221089e-310,0,0,16,0,0,,0,,4,Campolide,0,36,15,0,0,0,0,0,,,38.7344,0,0,,,0,0,0,0,,,500,0,0,,153.59,0,0,"Rua Fialho De Almeida 21D, Lisbon",,2,0,18,,0,,,49,,2,4,2.14,0,1000,1158.60,,0,0,,0,BANCO BPI S.A.,0,0
0,,2,-9.13664,,1,ST81,0.0,0,0,17,0,0,,0,,5,Santa Maria Maior,0,26,17,0,0,0,0,0,,,38.7169,0,0,,,0,0,0,0,,,500,0,0,,143.79,0,0,"Rua Jose Antonio Serrano, Lisbon",,2,0,56,,0,,,63,,5,4,2.88,0,1000,3235.68,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,2,-9.14464,,1,NB81,0.0,0,0,17,0,0,,0,,5,MisericBrdia,0,30,17,0,0,0,0,0,,,38.7052,0,0,,,0,0,0,0,,,0,0,0,,446.63,0,0,"Cais Sodre 10-14, Lisbon",,2,0,18,,0,,,58,,2,4,0.00,0,1000,2914.99,,0,0,,0,NOVO BANCO,0,0
0,0,6,-9.18017,52000,1,BPI24,1.0,0,0,7,1,1,1,0,010203,1,Carnide,1,60,11,0,0,1,0,0,41000,0.16,38.75002,0,0,30-Jan-2011 00:00,4,1,0,0,0,,01-Jan-2011 07:00,0,0,1,12-May-2011 00:00,851.82,0,0,"Avenida Lusiada, Lisbon",41000,1,0,18,01-Jan-2011 06:30,1,1,1,30,52000,2,2,4.04,0,0,676.24,0102,0,1,2014,0,BANCO BPI S.A.,0,0
0,,3,-9.17875,,3,CGD65,1.25539445861e-55,0,0,17,0,0,,0,,1,Alcgntara,0,34,10,0,0,0,0,0,,,38.70547,0,0,,,0,0,0,0,,,500,0,0,,156.78,0,0,"Rua Leao De Oliveira S/N, Lisbon",,2,0,18,,0,,,27,,2,4,20.94,0,1000,399.94,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,5,-9.15827,,3,BPI60,0.999999972861,0,0,8,0,0,,0,,2,Lumiar,0,52,5,0,0,0,0,0,,,38.76826,0,0,,,0,0,0,0,,,0,0,0,,751.49,0,0,"Alameda Das Linhas De Torres 158, Lisbon",,1,0,18,,0,,,32,,2,2,25.93,0,1000,1086.39,,0,0,,0,BANCO BPI S.A.,0,0
0,,4,-9.14022,,2,CP06,0.0,0,0,9,0,0,,0,,3,Santa Maria Maior,0,46,22,0,0,0,0,0,,,38.71452,0,0,,,0,0,0,0,,,500,0,0,,48.60,0,0,"Praca Dom Joao Da Camara, Lisbon",,1,0,47,,0,,,45,,5,2,9.84,0,1000,2998.49,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,2,-9.14846,,2,ST92,3.05585219438e-141,0,0,16,0,0,,0,,3,Avenidas Novas,0,28,15,0,0,0,0,0,,,38.74197,0,0,,,0,0,0,0,,,0,0,0,,702.32,0,0,"Avenida Julio Dinis 27 B, Lisbon",,2,0,28,,0,,,46,,4,4,6.51,0,1000,1457.68,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,5,-9.16153,,3,NCI02,1.02814274138e-76,0,0,8,0,0,,0,,1,Lumiar,0,52,5,0,0,0,0,0,,,38.77279,0,0,,,0,0,0,0,,,0,0,0,,924.35,0,0,"Alameda Das Linhas De Torres 255C, Lisbon",,1,0,18,,0,,,27,,2,2,19.64,0,1000,1591.00,,0,0,,0,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,0
0,,6,-9.09375,,1,CP77,2.53179994867e-249,0,0,5,0,0,,0,,4,Parque das Na,0,64,1,0,0,0,0,0,,,38.76254,0,0,,,0,0,0,0,,,0,0,0,,1368.81,0,0,"Esplanada Dom Carlos I, Lisbon",,1,0,37,,0,,,54,,4,2,0.14,0,1000,2761.79,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,3,-9.1543,,2,NB52,4.04800524518e-254,0,0,12,0,0,,0,,4,Avenidas Novas,0,36,15,0,0,0,0,0,,,38.73859,0,0,,,0,0,0,0,,,500,0,0,,239.21,0,0,"Avenida De Berna 45, Lisbon",,1,0,9,,0,,,52,,2,3,13.51,0,1000,1114.95,,0,0,,0,NOVO BANCO,0,0
0,,6,-9.10581,,1,CP83,7.93098127068e-30,0,0,2,0,0,,0,,3,Parque das Na,0,60,13,0,0,0,0,0,,,38.77392,0,0,,,0,0,0,0,,,0,0,0,,848.46,0,0,"Praca Jose Queiros, Lisbon",,0,0,9,,0,,,41,,2,1,4.02,0,1000,1337.24,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,5,-9.09373,,2,BPI69,1.70452647815e-321,0,0,7,0,0,,0,,3,Parque das Na,0,48,13,0,0,0,0,0,,,38.77719,0,0,,,0,0,0,0,,,500,0,0,,342.11,0,0,"Rua Da Ilha Dos Amores LT 4.07.01, Lisbon",,1,0,9,,0,,,43,,2,2,13.34,0,1000,1468.98,,0,0,,0,BANCO BPI S.A.,0,0
0,,4,-9.15351,,1,ST58,0.0,0,0,14,0,0,,0,,3,Campolide,0,44,15,0,0,0,0,0,,,38.73308,0,0,,,0,0,0,0,,,500,0,0,,376.79,0,0,"Avenida Antonio Augusto De Aguiar 31, Lisbon",,2,0,9,,0,,,47,,2,4,1.17,0,1000,1581.81,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,2,-9.12923,,3,NB71,0.0,0,0,17,0,0,,0,,4,Penha de Franea,0,26,19,0,0,0,0,0,,,38.72233,0,0,,,0,0,0,0,,,0,0,0,,611.70,0,0,"Rua Penha De Franca 37 a, Lisbon",,2,0,18,,0,,,49,,2,4,22.16,0,1000,3818.84,,0,0,,0,NOVO BANCO,0,0
0,,5,-9.13934,,1,MG66,0.0,0,0,9,0,0,,0,,3,Arroios,0,56,22,0,0,0,0,0,,,38.72225,0,0,,,0,0,0,0,,,0,0,0,,365.22,0,0,"Avenida Engenheiro Duarte Pacheco Piso 1, Lisbon",,1,0,9,,0,,,47,,2,2,1.51,0,1000,2939.66,,0,0,,0,MONTEPIO GERAL,0,0
0,,4,-9.17453,,1,CP44,5.64709536542e-105,0,0,9,0,0,,0,,1,Carnide,0,44,5,0,0,0,0,0,,,38.76897,0,0,,,0,0,0,0,,,0,0,0,,659.39,0,0,"Azinhaga Ulmeiros S/N, Lisbon",,1,0,9,,0,,,27,,2,2,0.04,0,1000,1284.40,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,3,-9.15512,,1,BPI20,0.0,0,0,13,0,0,,0,,1,Lumiar,0,38,5,0,0,0,0,0,,,38.77636,0,0,,,0,0,0,0,,,500,0,0,,242.85,0,0,"Rua Helena Vaz Da Silva 6, Lisbon",,1,0,9,,0,,,31,,2,3,0.00,0,1000,1728.44,,0,0,,0,BANCO BPI S.A.,0,0
0,,6,-9.1562,,1,CGD07,1.0,0,0,2,0,0,,0,,2,Alvalade,0,62,7,0,0,0,0,0,,,38.75281,0,0,,,0,0,0,0,,,0,0,0,,896.84,0,0,"Alameda Universidade, Lisbon",,0,0,9,,0,,,39,,2,1,0.00,0,1000,702.97,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,,5,-9.13934,,1,IF17,0.0,0,0,9,0,0,,0,,3,Arroios,0,56,22,0,0,0,0,0,,,38.72225,0,0,,,0,0,0,0,,,0,0,0,,365.22,0,0,"Avenida Nuno Krus Abecassis LT 19.01D3, Lisbon",,1,0,9,,0,,,47,,2,2,1.51,0,1000,2939.66,,0,0,,0,BANCO INTERNACIONAL DO FUNCHAL,0,0
0,,5,-9.14239,,2,SI09,0.0,0,0,8,0,0,,0,,4,Arroios,0,50,22,0,0,0,0,0,,,38.73243,0,0,,,0,0,0,0,,,500,0,0,,529.32,0,0,"Avenida Casal Ribeiro 28, Lisbon",,1,0,28,,0,,,53,,4,2,8.09,0,1000,2356.03,,0,0,,0,SOCIEDADE INTERBANCARIA,0,0
0,,4,-9.17563,,4,NB50,1.0,0,0,12,0,0,,0,,2,Carnide,0,42,5,0,0,0,0,0,,,38.764,0,0,,,0,0,0,0,,,0,0,0,,573.32,0,0,"Avenida Nacoes Unidas, Lisbon",,1,0,18,,0,,,35,,2,3,33.35,0,1000,775.82,,0,0,,0,NOVO BANCO,0,0
0,,6,-9.13883,,2,IF04,8.29840056109e-309,0,0,5,0,0,,0,,3,Avenidas Novas,0,58,8,0,0,0,0,0,,,38.74403,0,0,,,0,0,0,0,,,500,0,0,,817.54,0,0,"Avenida Roma 20C E D, Lisbon",,1,0,37,,0,,,44,,4,2,12.55,0,1000,2130.67,,0,0,,0,BANCO INTERNACIONAL DO FUNCHAL,0,0
0,,6,-9.09375,,1,CP05,2.53179994867e-249,0,0,5,0,0,,0,,4,Parque das Na,0,64,1,0,0,0,0,0,,,38.76254,0,0,,,0,0,0,0,,,0,0,0,,1368.81,0,0,"Esplanada Dom Carlos I, Lisbon",,1,0,37,,0,,,54,,4,2,0.14,0,1000,2761.79,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,3,-9.1877,,1,BB15,1.0,0,0,11,0,0,,0,,1,Carnide,0,36,11,0,0,0,0,0,,,38.75377,0,0,,,0,0,0,0,,,500,0,0,,152.84,0,0,"Avenida Colegio Militar 37-F, Lisbon",,1,0,20,,0,,,25,,3,3,0.00,0,1000,160.55,,0,0,,0,BARCLAYS BANK,0,0
0,,6,-9.13065,,1,BPI34,4.51821321084e-133,0,0,4,0,0,,0,,3,Marvila,0,64,8,0,0,0,0,0,,,38.75269,0,0,,,0,0,0,0,,,0,0,0,,515.68,0,0,"Avenida Almirante Gago Coutinho S/N, Lisbon",,0,0,9,,0,,,45,,2,1,1.41,0,0,1157.86,,0,0,,0,BANCO BPI S.A.,0,0
0,,5,-9.13934,,1,CP73,0.0,0,0,9,0,0,,0,,3,Arroios,0,56,22,0,0,0,0,0,,,38.72225,0,0,,,0,0,0,0,,,0,0,0,,365.22,0,0,"Avenida Lusiada Piso 1, Lisbon",,1,0,9,,0,,,47,,2,2,1.51,0,1000,2939.66,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,4,-9.16419,,4,SI01,1.71686661609e-83,0,0,10,0,0,,0,,2,Campo de Ourique,0,46,3,0,0,0,0,0,,,38.71808,0,0,,,0,0,0,0,,,500,0,0,,455.07,0,0,"Rua Ferreira Borges 121a, Lisbon",,1,0,28,,0,,,35,,4,3,27.11,0,1000,922.66,,0,0,,0,SOCIEDADE INTERBANCARIA,0,0
0,0,5,-9.16612,18000,3,NB45,1.0,1,0,6,1,1,1,0,010201,3,Lumiar,1,50,7,0,0,1,0,0,0,0.11,38.75496,0,0,30-Nov-2015 00:00,4,1,0,0,0,,19-Oct-2015 02:10,0,0,0,31-Mar-2016 00:00,860.69,0,0,"Azinhaga Galhardas 33, Lisbon",0,1,0,9,19-Oct-2015 02:00,1,1,1,45,18000,2,2,21.30,1,1000,602.46,0102,0,0,2014,0,NOVO BANCO,0,0
0,,1,-9.11905,,1,ST100,1.0,0,0,22,0,0,,0,,1,Olivais,0,22,0,0,0,0,0,0,,,38.77632,0,0,,,0,0,0,0,,,0,0,0,,1073.13,0,0,"Circular Norte, Lisbon",,3,0,9,,0,,,30,,2,5,5.02,0,1000,776.71,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,4,-9.20721,,4,CP68,1.0,0,0,10,0,0,,0,,3,Benfica,0,44,21,0,0,0,0,0,,,38.75068,0,0,,,0,0,0,0,,,0,0,0,,892.12,0,0,"Rua Joao Frederico Ludovice, Lisbon",,1,0,28,,0,,,42,,4,3,35.93,0,1000,848.03,,0,0,,0,BANCO COMERCIAL PORTUGUES,0,0
0,,5,-9.13788,,1,CGD30,0.0,0,0,8,0,0,,0,,4,Arroios,0,52,22,0,0,0,0,0,,,38.73547,0,0,,,0,0,0,0,,,500,0,0,,431.34,0,0,"Avenida Rovisco Pais, Lisbon",,1,0,18,,0,,,50,,2,2,0.00,0,1000,2546.27,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,1,3,-9.16035,0,1,ST23,1.0,0,0,18,1,1,0,1,010102,4,Avenidas Novas,2,38,15,0,0,0,0,1,0,0.5,38.74478,1,1,31-Jan-2014 00:00,4,2,0,1,0,,15-Jan-2014 11:45,500,0,0,,702.13,0,0,"Rua Soeiro Pereira Gomes LT 1, Lisbon",900,2,0,9,15-Jan-2014 11:30,0,1,1,50,900,2,4,1.00,0,1000,410.48,0101,0,0,2014,0,BANCO SANTANDER TOTTA,2,0
0,,1,-9.12464,,4,ST05,0.0,0,0,22,0,0,,0,,4,Penha de Franea,0,18,19,0,0,0,0,0,,,38.72824,0,0,,,0,0,0,0,,,500,0,0,,251.37,0,0,"Avenida Coronel Eduardo Galhardo Lote a 2., Lisbon",,3,0,28,,0,,,50,,4,5,26.82,0,1000,3892.82,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,5,-9.14721,,2,ST59,0.0,0,0,4,0,0,,0,,4,Santo Antanio,0,54,18,0,0,0,0,0,,,38.71609,0,0,,,0,0,0,0,,,500,0,0,,271.14,0,0,"Rua Dom Pedro V 108 a, Lisbon",,0,0,18,,0,,,54,,2,1,14.20,0,1000,2366.21,,0,0,,0,BANCO SANTANDER TOTTA,0,0
0,,5,-9.1748,,2,MG88,1.0,0,0,7,0,0,,0,,1,Carnide,0,50,11,0,0,0,0,0,,,38.74896,0,0,,,0,0,0,0,,,0,0,0,,1297.64,0,0,"Rua Xavier De Araujo 9-11, Lisbon",,0,0,9,,0,,,30,,2,2,12.01,0,0,979.18,,0,0,,0,MONTEPIO GERAL,0,0
0,,4,-9.18078,,3,CGD83,1.0,0,0,10,0,0,,0,,1,Carnide,0,46,11,0,0,0,0,0,,,38.74726,0,0,,,0,0,0,0,,,0,0,0,,1050.24,0,0,"Rua Major Neutel De Abreu Lote 14, Lisbon",,1,0,9,,0,,,29,,2,3,23.91,0,0,803.87,,0,0,,0,CAIXA GERAL DE DEPOSITOS,0,0
0,1,4,-9.18781,45000,4,MG38,1.0,0,0,13,1,1,1,0,010202,2,Carnide,1,44,11,0,0,1,0,0,15000,0.03,38.747,0,0,31-Mar-2010 00:00,2,1,0,0,0,,26-Feb-2010 07:30,0,0,0,30-Jun-2010 00:00,903.66,0,0,"Estrada De Benfica 165-A, Lisbon",0,1,1,18,25-Feb-2010 23:10,1,1,1,33,30000,2,3,27.13,0,1000,595.16,0102,0,0,2010,0,MONTEPIO GERAL,0,1
